Count of combinations
% num: 1048576
dict_keys(['k_10', 'k_12', 'k_2', 'k_9'])
(7, 11, 0, 4): 96
(7, 8, 0, 6): 48
(7, 12, 0, 14): 48
(7, 6, 2, 13): 32
(9, 8, 0, 7): 96
(7, 15, 0, 4): 96
(7, 7, 0, 3): 96
(7, 10, 0, 12): 96
(7, 14, 0, 4): 96
(9, 3, 0, 5): 128
(7, 13, 0, 3): 48
(7, 13, 2, 10): 48
(7, 9, 0, 8): 80
(7, 2, 0, 3): 96
(9, 5, 0, 11): 96
(7, 11, 0, 1): 96
(7, 2, 0, 14): 96
(9, 4, 0, 11): 96
(7, 12, 0, 3): 48
(7, 5, 0, 12): 48
(7, 12, 0, 8): 80
(7, 8, 0, 0): 80
(9, 11, 0, 15): 64
(7, 11, 2, 1): 96
(9, 1, 0, 15): 96
(8, 3, 0, 0): 128
(7, 7, 0, 14): 96
(7, 0, 2, 6): 48
(7, 9, 0, 13): 80
(7, 0, 0, 12): 48
(7, 3, 0, 6): 96
(8, 8, 0, 7): 96
(9, 0, 0, 9): 32
(7, 4, 0, 4): 48
(9, 14, 0, 9): 64
(7, 15, 2, 4): 96
(7, 2, 0, 11): 96
(8, 6, 0, 0): 128
(7, 6, 0, 6): 96
(8, 2, 0, 8): 128
(9, 15, 0, 2): 64
(9, 12, 0, 2): 96
(7, 5, 0, 9): 48
(7, 2, 2, 3): 96
(8, 6, 0, 5): 128
(7, 8, 0, 13): 80
(8, 3, 0, 5): 128
(8, 13, 0, 7): 96
(9, 13, 0, 13): 32
(9, 10, 0, 13): 64
(8, 9, 0, 15): 96
(8, 8, 0, 2): 96
(7, 5, 2, 8): 80
(9, 4, 0, 10): 96
(7, 3, 0, 11): 96
(8, 4, 0, 11): 96
(9, 5, 0, 10): 96
(8, 7, 0, 13): 128
(7, 7, 2, 14): 96
(9, 3, 0, 1): 128
(7, 4, 0, 9): 48
(7, 9, 2, 12): 48
(8, 10, 0, 15): 64
(9, 7, 0, 1): 128
(8, 2, 0, 5): 128
(8, 1, 0, 11): 96
(8, 5, 0, 3): 96
(8, 6, 2, 0): 128
(8, 4, 0, 14): 96
(9, 9, 0, 6): 96
(9, 8, 0, 6): 96
(8, 1, 0, 9): 32
(8, 15, 0, 15): 64
(8, 10, 0, 10): 64
(8, 14, 0, 2): 64
(8, 11, 0, 7): 64
(8, 9, 0, 2): 96
(8, 4, 0, 9): 32
(9, 6, 0, 4): 128
(8, 4, 2, 7): 96
(8, 12, 0, 13): 32
(8, 7, 0, 0): 128
(8, 11, 0, 2): 64
(8, 0, 0, 1): 32
(9, 10, 0, 3): 64
(9, 2, 0, 4): 128
(8, 9, 0, 13): 32
(8, 5, 0, 10): 96
(8, 14, 0, 7): 64
(8, 3, 2, 5): 128
(9, 12, 0, 8): 32
(8, 5, 0, 14): 96
(9, 13, 0, 3): 96
(8, 2, 0, 1): 128
(8, 0, 0, 10): 96
(8, 15, 0, 10): 64
(9, 14, 0, 14): 64
(9, 15, 0, 8): 64
(8, 8, 2, 11): 96
(8, 9, 0, 6): 96
(8, 13, 0, 5): 32
(8, 11, 0, 10): 64
(8, 5, 0, 15): 96
(9, 0, 0, 14): 96
(8, 14, 2, 15): 64
(9, 1, 0, 12): 32
(8, 7, 0, 1): 128
(8, 7, 0, 4): 128
(9, 11, 0, 12): 64
(8, 4, 0, 2): 96
(8, 0, 0, 12): 32
(8, 12, 0, 6): 96
(10, 10, 0, 0): 128
(8, 11, 0, 3): 64
(8, 12, 2, 9): 32
(8, 2, 0, 4): 128
(8, 3, 0, 9): 128
(8, 15, 0, 7): 64
(8, 10, 2, 2): 64
(8, 13, 0, 8): 32
(8, 8, 0, 14): 96
(8, 14, 0, 3): 64
(8, 9, 0, 3): 96
(8, 15, 0, 14): 64
(10, 12, 0, 7): 64
(9, 7, 0, 0): 128
(8, 6, 0, 12): 128
(10, 14, 0, 5): 128
(8, 10, 0, 11): 64
(8, 4, 0, 15): 96
(10, 1, 0, 11): 64
(8, 8, 0, 8): 32
(8, 1, 0, 15): 96
(8, 12, 0, 0): 32
(8, 1, 2, 13): 32
(8, 3, 0, 4): 128
(8, 11, 0, 6): 64
(9, 2, 0, 5): 128
(10, 4, 0, 15): 64
(8, 10, 0, 14): 64
(8, 14, 0, 9): 64
(8, 9, 2, 10): 96
(8, 14, 0, 6): 64
(10, 3, 0, 9): 64
(8, 8, 0, 3): 96
(8, 5, 0, 12): 32
(8, 15, 0, 11): 64
(8, 12, 0, 2): 96
(8, 7, 2, 1): 128
(8, 6, 0, 1): 128
(8, 1, 0, 4): 32
(9, 0, 0, 15): 96
(10, 8, 0, 2): 64
(8, 5, 2, 6): 96
(8, 10, 0, 6): 64
(8, 10, 0, 13): 64
(9, 6, 0, 8): 128
(9, 12, 0, 7): 96
(9, 15, 0, 9): 64
(10, 6, 0, 13): 64
(8, 2, 2, 4): 128
(10, 11, 0, 10): 64
(8, 14, 0, 11): 64
(9, 13, 0, 2): 96
(9, 8, 0, 15): 96
(9, 9, 0, 2): 96
(9, 11, 0, 13): 64
(10, 0, 0, 1): 96
(8, 15, 2, 3): 64
(9, 0, 0, 11): 96
(9, 6, 0, 5): 128
(9, 3, 0, 13): 128
(10, 15, 0, 6): 64
(9, 5, 0, 15): 96
(9, 4, 0, 3): 96
(9, 10, 0, 9): 64
(9, 1, 0, 7): 96
(10, 13, 0, 4): 96
(9, 6, 0, 1): 128
(8, 13, 0, 3): 96
(9, 8, 0, 2): 96
(8, 0, 2, 8): 32
(9, 14, 0, 1): 64
(9, 5, 0, 14): 96
(10, 2, 0, 3): 64
(8, 15, 0, 8): 64
(8, 11, 2, 14): 64
(9, 12, 0, 10): 96
(9, 3, 0, 4): 128
(9, 14, 0, 13): 64
(9, 3, 0, 0): 128
(10, 9, 0, 8): 32
(8, 0, 0, 14): 96
(9, 12, 0, 3): 96
(8, 13, 2, 12): 32
(9, 0, 0, 10): 96
(9, 1, 0, 10): 96
(9, 4, 0, 14): 96
(10, 7, 0, 14): 64
(9, 2, 2, 0): 128
(9, 10, 0, 5): 64
(8, 11, 0, 12): 64
(10, 5, 0, 12): 96
(9, 14, 0, 8): 64
(9, 15, 0, 12): 64
(9, 5, 2, 7): 96
(11, 14, 0, 0): 128
(9, 1, 0, 14): 96
(9, 5, 0, 2): 96
(9, 10, 0, 12): 64
(11, 10, 0, 0): 128
(11, 1, 0, 7): 64
(9, 13, 0, 7): 96
(9, 7, 2, 5): 128
(9, 13, 0, 6): 96
(10, 11, 0, 0): 128
(9, 7, 0, 9): 128
(9, 14, 0, 12): 64
(11, 10, 0, 5): 128
(9, 11, 0, 8): 64
(11, 12, 0, 7): 64
(9, 9, 2, 11): 96
(10, 13, 0, 7): 64
(9, 9, 0, 14): 96
(11, 12, 0, 11): 64
(11, 14, 0, 5): 128
(9, 9, 0, 3): 96
(10, 15, 0, 5): 128
(9, 4, 0, 15): 96
(9, 13, 2, 15): 96
(11, 8, 0, 15): 64
(9, 10, 0, 8): 64
(9, 2, 0, 12): 128
(11, 1, 0, 11): 64
(10, 0, 0, 11): 64
(11, 4, 0, 15): 64
(11, 6, 0, 9): 64
(9, 13, 0, 11): 96
(9, 11, 2, 9): 64
(9, 8, 0, 3): 96
(11, 4, 0, 2): 64
(9, 7, 0, 4): 128
(11, 3, 0, 9): 64
(9, 15, 0, 0): 64
(9, 0, 2, 2): 96
(11, 3, 0, 13): 64
(10, 5, 0, 15): 64
(11, 8, 0, 2): 64
(9, 15, 2, 13): 64
(9, 0, 0, 6): 96
(11, 15, 0, 10): 64
(10, 14, 0, 0): 128
(9, 12, 0, 6): 96
(9, 2, 0, 1): 128
(9, 11, 0, 4): 64
(10, 2, 0, 9): 64
(9, 8, 2, 10): 96
(10, 8, 0, 7): 64
(11, 6, 0, 13): 64
(11, 13, 0, 1): 96
(10, 9, 0, 2): 64
(10, 10, 0, 8): 128
(9, 3, 2, 1): 128
(9, 15, 0, 13): 64
(10, 10, 0, 5): 128
(11, 11, 0, 6): 64
(11, 11, 0, 10): 64
(9, 4, 2, 6): 96
(9, 1, 0, 11): 96
(10, 7, 0, 13): 64
(9, 11, 0, 9): 64
(10, 12, 0, 15): 64
(10, 5, 0, 11): 64
(11, 0, 0, 4): 96
(10, 10, 0, 10): 64
(9, 6, 2, 4): 128
(11, 0, 0, 1): 96
(11, 7, 0, 3): 64
(10, 11, 0, 5): 128
(10, 14, 0, 13): 128
(10, 0, 0, 15): 64
(11, 5, 0, 8): 32
(9, 1, 2, 3): 96
(11, 15, 0, 6): 64
(10, 1, 0, 1): 96
(10, 13, 0, 2): 64
(10, 12, 0, 2): 64
(10, 7, 0, 9): 64
(11, 13, 0, 4): 96
(10, 1, 0, 3): 64
(11, 2, 0, 14): 64
(10, 15, 0, 0): 128
(9, 10, 2, 8): 64
(11, 9, 0, 12): 96
(10, 14, 0, 6): 64
(12, 3, 0, 0): 128
(10, 0, 0, 14): 64
(10, 1, 0, 14): 64
(9, 12, 2, 14): 96
(10, 4, 0, 7): 64
(12, 4, 0, 7): 96
(10, 2, 0, 13): 64
(10, 12, 0, 4): 96
(10, 5, 0, 10): 64
(9, 14, 2, 12): 64
(11, 2, 0, 3): 64
(10, 4, 0, 10): 64
(10, 15, 0, 10): 64
(12, 6, 0, 5): 128
(10, 2, 0, 12): 64
(10, 3, 0, 1): 64
(10, 3, 0, 3): 64
(10, 15, 2, 0): 128
(11, 9, 0, 8): 32
(10, 4, 0, 1): 96
(12, 8, 0, 11): 96
(10, 8, 0, 8): 32
(10, 8, 0, 10): 64
(10, 3, 0, 12): 64
(10, 0, 2, 7): 64
(11, 7, 0, 14): 64
(10, 6, 0, 14): 64
(10, 9, 0, 7): 64
(12, 12, 0, 15): 96
(10, 11, 0, 6): 64
(10, 6, 0, 5): 64
(10, 11, 2, 5): 128
(11, 5, 0, 12): 96
(10, 4, 0, 12): 96
(12, 10, 0, 9): 64
(10, 9, 0, 4): 96
(10, 7, 0, 8): 64
(11, 15, 0, 0): 128
(10, 13, 2, 11): 64
(10, 6, 0, 8): 64
(10, 6, 0, 3): 64
(12, 1, 0, 2): 96
(10, 11, 0, 2): 64
(11, 0, 0, 7): 64
(10, 11, 0, 15): 64
(10, 1, 0, 7): 64
(10, 10, 0, 15): 64
(10, 9, 2, 15): 64
(10, 1, 0, 4): 96
(12, 14, 0, 13): 64
(10, 13, 0, 8): 32
(10, 0, 0, 4): 96
(11, 11, 0, 5): 128
(10, 14, 0, 3): 64
(10, 0, 0, 9): 96
(11, 13, 0, 11): 64
(10, 3, 0, 14): 64
(10, 15, 0, 3): 64
(10, 7, 2, 9): 64
(12, 9, 0, 10): 96
(10, 12, 0, 11): 64
(10, 1, 0, 12): 96
(11, 9, 0, 15): 64
(10, 12, 0, 1): 96
(10, 13, 0, 1): 96
(11, 7, 0, 9): 64
(12, 2, 0, 1): 128
(10, 15, 0, 14): 64
(10, 5, 2, 2): 64
(10, 8, 0, 15): 64
(10, 2, 0, 6): 64
(10, 3, 0, 6): 64
(12, 5, 0, 6): 96
(11, 5, 0, 2): 64
(10, 9, 0, 13): 32
(11, 5, 0, 7): 64
(10, 2, 2, 13): 64
(10, 6, 0, 9): 64
(10, 8, 0, 13): 32
(10, 7, 0, 11): 64
(10, 13, 0, 12): 96
(10, 5, 0, 9): 96
(11, 2, 0, 13): 64
(10, 14, 2, 10): 64
(10, 6, 0, 11): 64
(12, 7, 0, 4): 128
(10, 4, 0, 2): 64
(10, 2, 0, 11): 64
(11, 14, 0, 10): 64
(10, 4, 0, 9): 96
(11, 8, 0, 11): 64
(10, 12, 2, 1): 96
(11, 1, 0, 2): 64
(11, 12, 0, 1): 96
(10, 3, 0, 13): 64
(12, 0, 0, 3): 96
(10, 9, 0, 0): 32
(11, 15, 0, 5): 128
(11, 10, 0, 6): 64
(10, 10, 2, 6): 64
(11, 12, 0, 15): 64
(12, 11, 0, 8): 64
(10, 7, 0, 6): 64
(11, 1, 0, 4): 96
(11, 0, 0, 2): 64
(10, 1, 2, 4): 96
(12, 13, 0, 14): 96
(10, 5, 0, 4): 96
(11, 2, 0, 9): 64
(11, 6, 0, 3): 64
(12, 15, 0, 12): 64
(10, 6, 2, 3): 64
(11, 14, 0, 8): 128
(13, 7, 0, 0): 128
(11, 11, 0, 0): 128
(11, 12, 0, 14): 64
(11, 4, 0, 8): 32
(10, 4, 2, 8): 32
(13, 5, 0, 7): 96
(11, 3, 0, 14): 64
(11, 7, 0, 13): 64
(11, 8, 0, 10): 64
(11, 13, 0, 14): 64
(10, 3, 2, 14): 64
(13, 2, 0, 5): 128
(11, 1, 0, 15): 64
(11, 8, 0, 12): 96
(10, 7, 0, 3): 64
(11, 9, 0, 10): 64
(10, 8, 2, 12): 96
(11, 10, 0, 13): 128
(12, 2, 0, 0): 128
(10, 5, 0, 8): 32
(11, 11, 2, 0): 128
(11, 9, 0, 1): 96
(13, 9, 0, 11): 96
(11, 7, 0, 12): 64
(11, 6, 0, 12): 64
(11, 12, 0, 3): 64
(10, 2, 0, 14): 64
(11, 13, 2, 7): 64
(11, 4, 0, 7): 64
(13, 15, 0, 15): 64
(10, 9, 0, 12): 96
(12, 5, 0, 7): 96
(11, 8, 0, 7): 64
(11, 2, 0, 8): 64
(11, 15, 2, 5): 128
(13, 13, 0, 9): 32
(11, 3, 0, 8): 64
(11, 4, 0, 4): 96
(12, 7, 0, 5): 128
(13, 3, 0, 0): 128
(11, 14, 0, 15): 64
(11, 0, 2, 11): 64
(11, 6, 0, 1): 64
(12, 9, 0, 11): 96
(11, 5, 2, 15): 64
(11, 15, 0, 15): 64
(11, 3, 0, 3): 64
(13, 11, 0, 2): 64
(11, 12, 0, 4): 96
(13, 4, 0, 7): 96
(11, 4, 0, 10): 64
(12, 13, 0, 15): 96
(11, 1, 0, 8): 32
(11, 10, 0, 3): 64
(11, 11, 0, 3): 64
(11, 2, 2, 9): 64
(13, 0, 0, 13): 32
(13, 6, 0, 5): 128
(11, 1, 0, 1): 96
(12, 11, 0, 9): 64
(11, 6, 0, 14): 64
(11, 9, 2, 2): 64
(13, 8, 0, 10): 96
(11, 6, 0, 6): 64
(11, 13, 0, 12): 96
(11, 3, 0, 5): 64
(13, 8, 0, 11): 96
(12, 7, 0, 0): 128
(12, 0, 0, 2): 96
(11, 15, 0, 2): 64
(11, 7, 0, 6): 64
(11, 7, 2, 13): 64
(11, 4, 0, 13): 32
(13, 6, 0, 1): 128
(12, 0, 0, 7): 96
(12, 15, 0, 13): 64
(13, 12, 0, 15): 96
(11, 5, 0, 13): 32
(11, 13, 0, 9): 96
(13, 4, 0, 6): 96
(11, 11, 0, 14): 64
(11, 2, 0, 11): 64
(11, 10, 2, 10): 64
(12, 2, 0, 5): 128
(11, 3, 0, 11): 64
(12, 8, 0, 10): 96
(11, 0, 0, 12): 96
(13, 3, 0, 4): 128
(13, 10, 0, 9): 64
(11, 9, 0, 9): 96
(12, 3, 0, 5): 128
(12, 12, 0, 11): 96
(11, 1, 2, 1): 96
(11, 7, 0, 11): 64
(11, 8, 0, 9): 96
(12, 3, 0, 1): 128
(12, 8, 0, 15): 96
(13, 1, 0, 2): 96
(11, 14, 2, 6): 64
(11, 5, 0, 0): 32
(13, 14, 0, 3): 64
(12, 4, 0, 6): 96
(12, 4, 0, 2): 96
(11, 12, 2, 4): 96
(13, 1, 0, 8): 32
(12, 14, 0, 9): 64
(11, 2, 0, 6): 64
(12, 5, 0, 2): 96
(12, 6, 0, 0): 128
(12, 6, 0, 4): 128
(13, 14, 0, 13): 64
(13, 10, 0, 14): 64
(11, 3, 2, 3): 64
(11, 9, 0, 4): 96
(13, 12, 0, 12): 32
(12, 1, 0, 3): 96
(12, 8, 0, 14): 96
(11, 8, 2, 8): 32
(13, 9, 0, 10): 96
(14, 11, 0, 0): 128
(12, 3, 0, 8): 128
(12, 10, 0, 8): 64
(11, 6, 2, 14): 64
(12, 9, 0, 14): 96
(13, 2, 0, 1): 128
(12, 12, 0, 10): 96
(14, 0, 0, 7): 64
(12, 10, 0, 13): 64
(12, 4, 0, 15): 96
(12, 12, 0, 14): 96
(11, 4, 2, 12): 96
(12, 13, 0, 10): 96
(14, 15, 0, 5): 128
(13, 5, 0, 6): 96
(12, 7, 2, 0): 128
(12, 6, 0, 13): 128
(12, 14, 0, 12): 64
(14, 13, 0, 11): 64
(12, 9, 2, 7): 96
(12, 11, 0, 12): 64
(12, 10, 0, 12): 64
(13, 6, 0, 0): 128
(13, 7, 0, 4): 128
(12, 6, 0, 1): 128
(12, 8, 0, 3): 96
(12, 2, 2, 5): 128
(14, 2, 0, 15): 64
(12, 1, 0, 6): 96
(12, 1, 0, 7): 96
(12, 12, 0, 7): 96
(12, 5, 2, 11): 96
(14, 9, 0, 9): 96
(13, 0, 0, 3): 96
(12, 3, 0, 4): 128
(12, 15, 0, 8): 64
(12, 14, 0, 8): 64
(12, 10, 0, 1): 64
(13, 3, 0, 5): 128
(13, 11, 0, 8): 64
(14, 7, 0, 2): 64
(12, 0, 2, 15): 96
(12, 4, 0, 3): 96
(12, 1, 0, 10): 96
(13, 13, 0, 14): 96
(14, 5, 0, 13): 32
(12, 9, 0, 15): 96
(12, 15, 2, 9): 64
(13, 15, 0, 12): 64
(13, 14, 0, 15): 64
(12, 2, 0, 4): 128
(12, 14, 0, 5): 64
(14, 10, 0, 10): 64
(12, 13, 2, 2): 96
(13, 12, 0, 9): 32
(12, 5, 0, 3): 96
(12, 11, 2, 13): 64
(12, 9, 0, 2): 96
(12, 7, 0, 1): 128
(12, 4, 2, 10): 96
(14, 12, 0, 1): 96
(13, 10, 0, 2): 64
(13, 1, 0, 7): 96
(12, 2, 0, 9): 128
(12, 6, 2, 1): 128
(14, 14, 0, 6): 64
(12, 0, 0, 6): 96
(13, 1, 0, 13): 32
(12, 11, 0, 13): 64
(12, 5, 0, 14): 96
(12, 8, 2, 6): 96
(14, 1, 0, 4): 96
(12, 15, 0, 15): 64
(12, 13, 0, 11): 96
(13, 13, 0, 11): 96
(12, 7, 0, 12): 128
(12, 3, 2, 4): 128
(12, 15, 0, 9): 64
(12, 13, 0, 9): 32
(13, 7, 0, 1): 128
(14, 4, 0, 3): 64
(13, 7, 0, 5): 128
(13, 11, 0, 15): 64
(12, 0, 0, 11): 96
(12, 12, 2, 3): 96
(14, 3, 0, 8): 64
(12, 11, 0, 2): 64
(13, 4, 0, 2): 96
(13, 5, 0, 2): 96
(12, 11, 0, 0): 64
(14, 8, 0, 14): 64
(13, 9, 0, 9): 32
(12, 0, 0, 13): 32
(12, 14, 2, 8): 64
(13, 2, 0, 4): 128
(14, 6, 0, 12): 64
(13, 2, 0, 0): 128
(12, 13, 0, 6): 96
(13, 15, 0, 2): 64
(15, 15, 0, 0): 128
(12, 15, 0, 4): 64
(13, 8, 0, 14): 96
(13, 15, 0, 3): 64
(12, 1, 2, 14): 96
(13, 9, 0, 14): 96
(13, 4, 0, 13): 32
(15, 13, 0, 7): 64
(13, 7, 0, 8): 128
(12, 10, 2, 12): 64
(13, 3, 2, 0): 128
(13, 12, 0, 10): 96
(13, 0, 0, 8): 32
(13, 14, 0, 10): 64
(13, 15, 0, 10): 64
(13, 11, 0, 14): 64
(13, 8, 2, 7): 96
(15, 11, 0, 5): 128
(13, 5, 0, 15): 96
(13, 13, 0, 12): 32
(13, 6, 2, 5): 128
(14, 10, 0, 0): 128
(13, 0, 0, 6): 96
(13, 2, 0, 13): 128
(13, 10, 0, 7): 64
(15, 0, 0, 11): 64
(13, 11, 0, 7): 64
(13, 9, 0, 3): 96
(14, 1, 0, 7): 64
(13, 4, 2, 11): 96
(12, 14, 0, 3): 64
(15, 7, 0, 15): 64
(13, 10, 0, 3): 64
(13, 15, 0, 7): 64
(13, 9, 0, 15): 96
(13, 10, 2, 15): 64
(15, 5, 0, 9): 96
(14, 14, 0, 5): 128
(13, 8, 0, 15): 96
(12, 1, 0, 8): 32
(13, 5, 0, 8): 32
(13, 1, 2, 9): 32
(13, 6, 0, 4): 128
(13, 13, 0, 1): 32
(14, 12, 0, 11): 64
(12, 10, 0, 14): 64
(13, 14, 0, 14): 64
(15, 2, 0, 2): 64
(13, 14, 2, 2): 64
(13, 5, 0, 3): 96
(14, 3, 0, 15): 64
(13, 11, 0, 10): 64
(13, 4, 0, 3): 96
(12, 12, 0, 12): 32
(15, 11, 0, 0): 128
(13, 8, 0, 12): 32
(14, 8, 0, 9): 96
(13, 3, 0, 1): 128
(13, 12, 2, 13): 32
(15, 9, 0, 13): 32
(13, 0, 0, 5): 32
(14, 15, 0, 0): 128
(13, 14, 0, 6): 64
(15, 14, 0, 10): 64
(14, 6, 0, 2): 64
(15, 0, 0, 7): 64
(13, 15, 0, 6): 64
(14, 4, 0, 7): 64
(13, 8, 0, 2): 96
(13, 5, 2, 10): 96
(15, 1, 0, 1): 96
(14, 4, 0, 13): 32
(13, 2, 2, 1): 128
(15, 15, 0, 5): 128
(13, 6, 0, 9): 128
(13, 10, 0, 11): 64
(15, 10, 0, 6): 64
(14, 11, 0, 5): 128
(13, 11, 0, 11): 64
(13, 9, 2, 6): 96
(15, 13, 0, 11): 64
(15, 12, 0, 4): 96
(14, 11, 0, 10): 64
(14, 9, 0, 11): 64
(13, 4, 0, 14): 96
(13, 7, 2, 4): 128
(14, 10, 0, 5): 128
(14, 6, 0, 15): 64
(14, 13, 0, 1): 96
(14, 0, 0, 2): 64
(15, 2, 0, 15): 64
(15, 8, 0, 3): 64
(13, 3, 0, 12): 128
(13, 11, 2, 3): 64
(14, 1, 0, 2): 64
(14, 13, 0, 9): 96
(15, 9, 0, 9): 96
(14, 15, 0, 6): 64
(14, 14, 0, 0): 128
(13, 14, 0, 11): 64
(14, 3, 0, 2): 64
(13, 13, 2, 8): 32
(15, 6, 0, 8): 64
(14, 12, 0, 14): 64
(14, 13, 0, 14): 64
(13, 1, 0, 0): 32
(13, 15, 2, 14): 64
(14, 1, 0, 13): 32
(14, 0, 0, 4): 96
(15, 7, 0, 2): 64
(15, 4, 0, 14): 64
(13, 10, 0, 6): 64
(15, 3, 0, 12): 64
(13, 0, 2, 12): 32
(14, 3, 0, 10): 64
(14, 2, 0, 10): 64
(14, 14, 2, 0): 128
(15, 5, 0, 13): 32
(14, 14, 0, 10): 64
(14, 5, 0, 3): 64
(13, 12, 0, 4): 32
(0, 4, 2, 0): 112
(14, 8, 0, 12): 96
(14, 12, 2, 7): 64
(14, 9, 0, 12): 96
(14, 11, 0, 8): 128
(0, 3, 2, 7): 96
(14, 8, 0, 1): 96
(15, 10, 0, 10): 64
(14, 2, 0, 8): 64
(14, 6, 0, 7): 64
(14, 7, 0, 7): 64
(0, 8, 2, 5): 80
(14, 10, 2, 5): 128
(14, 10, 0, 6): 64
(14, 4, 0, 8): 32
(15, 12, 0, 1): 96
(14, 9, 0, 14): 64
(14, 5, 0, 8): 32
(0, 6, 2, 11): 96
(14, 0, 0, 15): 64
(14, 11, 0, 15): 64
(15, 14, 0, 6): 64
(14, 7, 0, 12): 64
(14, 5, 0, 4): 96
(0, 10, 2, 15): 64
(14, 1, 2, 11): 64
(14, 10, 0, 15): 64
(15, 14, 0, 0): 128
(0, 12, 2, 9): 80
(14, 12, 0, 4): 96
(14, 6, 2, 15): 64
(14, 13, 0, 4): 96
(15, 1, 0, 4): 96
(14, 15, 0, 13): 128
(14, 0, 0, 3): 64
(14, 14, 0, 3): 64
(14, 4, 2, 9): 96
(15, 12, 0, 7): 64
(15, 4, 0, 3): 64
(0, 14, 2, 2): 64
(14, 13, 0, 3): 64
(14, 15, 0, 3): 64
(14, 7, 0, 8): 64
(14, 1, 0, 1): 96
(15, 3, 0, 8): 64
(14, 3, 2, 2): 64
(0, 1, 2, 13): 112
(15, 10, 0, 5): 128
(15, 8, 0, 14): 64
(14, 2, 0, 7): 64
(14, 8, 2, 13): 32
(0, 2, 2, 10): 96
(14, 0, 0, 1): 96
(14, 4, 0, 6): 64
(15, 6, 0, 12): 64
(14, 2, 0, 12): 64
(14, 5, 0, 6): 64
(14, 9, 0, 1): 96
(14, 15, 2, 10): 64
(15, 1, 0, 11): 64
(0, 9, 2, 1): 80
(14, 2, 0, 13): 64
(14, 3, 0, 13): 64
(14, 13, 0, 7): 64
(15, 9, 0, 7): 64
(14, 7, 0, 10): 64
(14, 0, 2, 1): 96
(15, 6, 0, 15): 64
(14, 8, 0, 11): 64
(14, 11, 2, 6): 64
(14, 5, 0, 5): 32
(14, 0, 0, 11): 64
(14, 6, 0, 9): 64
(0, 7, 2, 6): 96
(15, 4, 0, 9): 96
(15, 4, 0, 11): 64
(14, 13, 2, 4): 96
(14, 7, 0, 9): 64
(15, 3, 0, 2): 64
(14, 10, 0, 2): 64
(14, 9, 2, 3): 64
(15, 13, 0, 2): 64
(0, 5, 2, 4): 48
(15, 14, 0, 5): 128
(15, 8, 0, 13): 32
(15, 3, 0, 15): 64
(14, 7, 0, 15): 64
(14, 7, 2, 8): 64
(15, 15, 0, 10): 64
(15, 1, 0, 9): 96
(14, 5, 0, 9): 96
(15, 12, 0, 2): 64
(0, 11, 2, 3): 64
(15, 0, 0, 1): 96
(14, 5, 2, 14): 64
(15, 6, 0, 2): 64
(15, 0, 0, 14): 64
(14, 12, 0, 9): 96
(0, 0, 2, 8): 112
(15, 10, 0, 0): 128
(15, 13, 0, 13): 32
(14, 2, 2, 12): 64
(14, 14, 0, 14): 64
(15, 7, 0, 10): 64
(15, 11, 0, 6): 64
(14, 2, 0, 2): 64
(15, 10, 2, 0): 128
(0, 15, 2, 14): 64
(14, 9, 0, 13): 32
(14, 1, 0, 12): 96
(15, 1, 0, 14): 64
(15, 5, 0, 12): 96
(15, 13, 0, 4): 96
(15, 1, 2, 7): 64
(15, 5, 0, 1): 96
(0, 13, 2, 12): 80
(15, 9, 0, 3): 64
(15, 6, 0, 10): 64
(1, 1, 2, 0): 112
(15, 14, 2, 5): 128
(14, 4, 0, 11): 64
(15, 2, 0, 7): 64
(15, 8, 0, 4): 96
(15, 4, 0, 12): 96
(1, 14, 2, 7): 64
(15, 9, 0, 8): 32
(15, 12, 0, 3): 64
(15, 12, 2, 11): 64
(15, 7, 0, 8): 64
(15, 3, 0, 7): 64
(14, 3, 0, 0): 64
(15, 14, 0, 15): 64
(1, 12, 2, 5): 80
(15, 2, 0, 8): 64
(14, 8, 0, 6): 64
(15, 8, 0, 8): 32
(15, 5, 0, 14): 64
(15, 3, 2, 15): 64
(15, 2, 0, 12): 64
(1, 10, 2, 11): 64
(15, 15, 0, 15): 64
(15, 10, 0, 3): 64
(14, 6, 0, 4): 64
(15, 8, 2, 9): 96
(14, 8, 0, 3): 64
(15, 0, 0, 4): 96
(15, 7, 0, 12): 64
(14, 6, 0, 8): 64
(0, 0, 2, 0): 112
(15, 6, 2, 2): 64
(15, 15, 0, 8): 128
(15, 11, 0, 3): 64
(1, 6, 2, 15): 96
(14, 4, 0, 14): 64
(0, 7, 2, 7): 96
(15, 4, 2, 13): 32
(14, 3, 0, 12): 64
(1, 8, 2, 9): 80
(15, 13, 0, 1): 96
(15, 8, 0, 6): 64
(1, 4, 2, 0): 112
(15, 13, 0, 15): 64
(0, 5, 0, 13): 80
(0, 12, 2, 5): 80
(15, 6, 0, 13): 64
(15, 11, 2, 10): 64
(1, 3, 2, 2): 96
(1, 3, 2, 7): 96
(0, 2, 2, 11): 96
(15, 9, 0, 6): 64
(15, 11, 0, 13): 128
(1, 8, 2, 5): 80
(1, 4, 2, 13): 112
(0, 15, 0, 7): 64
(15, 13, 2, 1): 96
(0, 14, 2, 15): 64
(1, 6, 2, 11): 96
(1, 13, 2, 10): 48
(15, 7, 0, 13): 64
(15, 3, 0, 9): 64
(15, 0, 0, 3): 64
(0, 8, 2, 9): 80
(15, 15, 2, 6): 64
